Ilce,OdaSayisi,BrutM2, NetM2,BulunduguKat,BinaYasi,IsınmaTipi,KatSayisi,KrediyeUygunluk,EsyaDurumu,BanyoSayisi,YapininDurumu,Takas,SatisFiyati,TapuDurumu,Cephe
Merkezefendi,4,150,135,4. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,3750000,Kat İrtifakı,
Merkezefendi,4,165,155,2. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3850000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,120,100,3. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2445000,Kat Mülkiyeti,
Merkezefendi,4,150,130,3. Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3350000,Kat Mülkiyeti,Doğu
Merkezefendi,3,110,100,1. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2750000,Kat İrtifakı,Güney
Merkezefendi,3,120,110,0. Kat,20,Kombi,4,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,1349000,,
Merkezefendi,2,58,55,1. Kat,5,Kombi,4,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1290000,,
Merkezefendi,4,150,140,0. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı,2,Sıfır,Evet,4150000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,2,45,40,2. Kat,4,Kombi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1075000,Kat Mülkiyeti,"Güney, Batı"
Merkezefendi,4,130,120,0. Kat,4,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2950000,Kat Mülkiyeti,
Merkezefendi,4,140,135,1. Kat,15,Kombi,5,Uygun,Bilinmiyor,1,İkinci El,Evet,2400000,Kat Mülkiyeti,
Merkezefendi,4,130,120,1. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3249000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,110,100,3. Kat,2,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1900000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,65,60,4. Kat,8,Merkezi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1280000,Kat Mülkiyeti,
Merkezefendi,4,155,145,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4350000,Kat İrtifakı,"Güney, Doğu, Batı"
Merkezefendi,4,170,150,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,200,180,4. Kat,23,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2650000,,"Kuzey, Güney"
Merkezefendi,4,145,130,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,4350000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,4,125,124,5. Kat,24,Kombi,7,Uygun,Eşyalı,1,İkinci El,Hayır,2600000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,150,140,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,2800000,Kat Mülkiyeti,
Merkezefendi,3,120,100,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,150,145,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3500000,,
Merkezefendi,4,155,145,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,95,87,3. Kat,0,Yerden Isıtma,4,Uygun değil,Eşyalı Değil,1,Sıfır,Evet,2800000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,135,120,1. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3700000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,195,180,4. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,6400000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,2,50,45,0. Kat,1,Yerden Isıtma,2,Uygun,Eşyalı,1,Sıfır,Evet,1400000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,3,115,100,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı,2,Sıfır,Hayır,2500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,195,180,4. Kat,1,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,5650000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,140,130,4. Kat,30,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2350000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,120,100,3. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3750000,Kat Mülkiyeti,
Merkezefendi,3,135,125,3. Kat,26,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1799900,Kat Mülkiyeti,
Merkezefendi,3,120,110,0. Kat,28,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1299000,,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,2,50,45,1. Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1628000,Kat Mülkiyeti,"Kuzey, Batı"
Merkezefendi,3,95,90,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2450000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,3,107,97,1. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1900000,Kat İrtifakı,"Doğu, Batı"
Merkezefendi,4,145,130,2. Kat,7,Merkezi,7,Uygun,Bilinmiyor,2,İkinci El,Bilinmiyor,3599000,,
Merkezefendi,3,106,98,0. Kat,4,Merkezi,6,Uygun,Eşyalı Değil,2,Sıfır,Hayır,1750000,Kat Mülkiyeti,Doğu
Merkezefendi,4,150,140,1. Kat,11,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,3095000,Kat Mülkiyeti,
Merkezefendi,5,175,165,4. Kat,29,Merkezi (Pay Ölçer),7,Uygun,Bilinmiyor,1,İkinci El,Bilinmiyor,2570000,,
Merkezefendi,4,170,160,3. Kat,9,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Hayır,5200000,,"Güney, Doğu, Batı"
Merkezefendi,5,180,175,1. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4000000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,115,100,2. Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,2,Sıfır,Bilinmiyor,2500000,,
Merkezefendi,4,140,120,1. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3250000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,100,80,0. Kat,3,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1950000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,110,100,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1700000,Kat Mülkiyeti,
Merkezefendi,4,155,125,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3300000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,130,125,0. Kat,0,Kombi,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2350000,,
Merkezefendi,4,220,200,3. Kat,10,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,2750000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,220,200,4. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,7000000,Kat İrtifakı,
Merkezefendi,3,115,98,0. Kat,12,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2180000,,
Merkezefendi,5,270,245,2. Kat,5,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,9500000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,4,180,170,2. Kat,17,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,4300000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,3,115,105,2. Kat,4,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2750000,,
Merkezefendi,3,100,80,2. Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,1900000,Kat Mülkiyeti,
Merkezefendi,4,160,140,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4500000,Kat İrtifakı,"Güney, Doğu"
Merkezefendi,2,90,85,0. Kat,14,Kat Kaloriferi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1470000,Kat Mülkiyeti,
Merkezefendi,3,125,110,0. Kat,30,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1249000,Kat İrtifakı,"Kuzey, Doğu"
Merkezefendi,3,115,100,2. Kat,4,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2525000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,245,230,15. Kat,6,Kombi,15,Uygun,Eşyalı Değil,2,İkinci El,Evet,2900000,Kat İrtifakı,Güney
Merkezefendi,4,100,90,0. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1920000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,4,136,112,2. Kat,14,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1940000,Kat Mülkiyeti,"Kuzey, Güney"
Merkezefendi,3,90,80,0. Kat,0,Yerden Isıtma,4,Uygun değil,Eşyalı Değil,1,Sıfır,Evet,2300000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,150,140,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3250000,Kat Mülkiyeti,
Merkezefendi,3,120,105,3. Kat,8,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2000000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,110,95,4. Kat,49,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Evet,1650000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,100,80,0. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2250000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,160,140,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3300000,,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,130,125,4. Kat,25,Kombi,6,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1395000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,132,130,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2850000,Kat Mülkiyeti,
Merkezefendi,3,135,120,1. Kat,25,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,75,60,2. Kat,4,Yerden Isıtma,5,Uygun,Eşyalı,1,İkinci El,Evet,1950000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,105,95,0. Kat,11,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Evet,2499000,Kat Mülkiyeti,
Merkezefendi,3,120,115,3. Kat,18,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2300000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,170,150,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3300000,Kat Mülkiyeti,
Merkezefendi,4,155,125,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,170,165,0. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3800000,,
Merkezefendi,3,100,80,1. Kat,2,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2950000,Kat Mülkiyeti,
Merkezefendi,3,160,140,4. Kat,5,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Bilinmiyor,2075000,,
Merkezefendi,4,160,140,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,75,65,3. Kat,6,Kombi,6,Uygun,Eşyalı,1,İkinci El,Evet,1500000,Kat Mülkiyeti,
Merkezefendi,4,145,140,2. Kat,5,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,3180000,Kat İrtifakı,Doğu
Merkezefendi,4,165,145,3. Kat,15,Merkezi,5,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,3600000,Kat Mülkiyeti,
Merkezefendi,4,220,207,3. Kat,5,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,İkinci El,Hayır,6390000,,
Merkezefendi,4,125,115,4. Kat,26,Kombi,6,Uygun değil,Eşyalı Değil,1,İkinci El,Hayır,2475000,Kat İrtifakı,"Güney, Doğu, Batı"
Merkezefendi,5,220,200,2. Kat,2,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Evet,6250000,Kat Mülkiyeti,Doğu
Merkezefendi,4,165,155,2. Kat,15,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2350000,Kat Mülkiyeti,
Merkezefendi,2,50,45,0. Kat,7,Kombi,5,Uygun,Eşyalı,1,İkinci El,Evet,1295000,Kat Mülkiyeti,"Güney, Batı"
Merkezefendi,4,140,130,1. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3250000,Kat Mülkiyeti,
Merkezefendi,4,165,155,4. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Hayır,4250000,,
Merkezefendi,3,100,90,0. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2300000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,180,170,4. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4900000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,2,45,35,4. Kat,7,Kombi,7,Uygun,Eşyalı,1,İkinci El,Evet,1180000,Kat İrtifakı,"Güney, Batı"
Merkezefendi,5,139,130,0. Kat,15,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1720000,Kat Mülkiyeti,Kuzey
Merkezefendi,4,180,160,4. Kat,0,Kombi,8,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000,Kat Mülkiyeti,
Merkezefendi,2,60,50,2. Kat,0,Kombi,3,Uygun,Eşyalı,1,Sıfır,Evet,1900000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,150,145,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,2900000,,
Merkezefendi,4,170,145,3. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,3275000,Kat İrtifakı,"Doğu, Batı"
Merkezefendi,3,100,90,2. Kat,0,Yerden Isıtma,4,Uygun değil,Eşyalı Değil,1,Sıfır,Evet,2350000,Kat Mülkiyeti,
Merkezefendi,3,100,85,3. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1849000,Kat Mülkiyeti,
Merkezefendi,4,165,155,1. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,4500000,,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,115,90,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2445000,Kat Mülkiyeti,
Merkezefendi,3,110,95,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1750000,Kat Mülkiyeti,
Merkezefendi,3,75,66,2. Kat,5,Kombi,5,Uygun,Eşyalı,1,İkinci El,Evet,1949000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,75,60,4. Kat,8,Merkezi,4,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1365000,Kat Mülkiyeti,
Merkezefendi,4,145,130,5. Kat,0,Kombi,5,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4450000,Kat İrtifakı,
Merkezefendi,4,190,165,1. Kat,20,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Bilinmiyor,3050000,,
Merkezefendi,3,120,115,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,2550000,,
Merkezefendi,8,250,240,4. Kat,20,Kombi,4,Uygun,Eşyalı Değil,2,İkinci El,Evet,3500000,Kat Mülkiyeti,
Merkezefendi,6,220,186,3. Kat,12,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,4750000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,125,110,2. Kat,25,Kombi,3,Uygun,Eşyalı,1,İkinci El,Hayır,2600000,,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,145,135,4. Kat,26,Kombi,5,Uygun değil,Eşyalı Değil,1,İkinci El,Evet,3425000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,125,120,6. Kat,30,Kombi,7,Uygun,Eşyalı Değil,1,İkinci El,Hayır,2099000,Kat Mülkiyeti,
Merkezefendi,4,170,150,1. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Bilinmiyor,4000000,Kat İrtifakı,
Merkezefendi,3,110,90,2. Kat,4,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,1850000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,155,145,1. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3300000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,4,135,120,1. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,3300000,Kat Mülkiyeti,
Merkezefendi,4,170,160,3. Kat,10,Kombi,5,Uygun,Eşyalı Değil,2,İkinci El,Hayır,3149000,,
Merkezefendi,3,120,110,1. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2800000,Kat Mülkiyeti,"Güney, Doğu, Batı"
Merkezefendi,3,125,120,5. Kat,0,Kombi,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,4200000,,
Merkezefendi,4,160,140,1. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,3500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,110,100,3. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,3400000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,165,145,3. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,6500000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,5,225,190,7. Kat,2,Yerden Isıtma,8,Uygun,Eşyalı Değil,2,Sıfır,Evet,5950000,Kat İrtifakı,"Güney, Batı"
Merkezefendi,3,60,50,4. Kat,8,Merkezi,4,Uygun,Eşyalı,1,İkinci El,Hayır,1349000,,
Merkezefendi,4,155,150,1. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,5250000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,4,150,145,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2500000,,
Merkezefendi,3,120,100,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2200000,Kat Mülkiyeti,
Merkezefendi,4,200,175,3. Kat,10,Kombi,3,Uygun,Eşyalı Değil,2,İkinci El,Evet,2750000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,160,155,2. Kat,0,Kombi,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,3300000,,
Merkezefendi,3,110,95,0. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2000000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,120,105,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3250000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,4,165,140,3. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,Sıfır,Evet,4850000,,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,110,100,0. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı,1,Sıfır,Evet,3200000,Kat Mülkiyeti,
Merkezefendi,3,60,55,2. Kat,15,Kombi,4,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1350000,Kat Mülkiyeti,
Merkezefendi,3,60,55,4. Kat,8,Kombi,4,Uygun,Eşyalı,1,İkinci El,Bilinmiyor,1349000,,
Merkezefendi,4,135,125,2. Kat,0,Kombi,4,Bilinmiyor,Eşyalı Değil,1,Sıfır,Hayır,3550000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,220,207,3. Kat,4,Yerden Isıtma,5,Uygun,Eşyalı Değil,2,İkinci El,Hayır,5990000,,
Merkezefendi,4,175,150,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,4350000,Kat İrtifakı,
Merkezefendi,3,115,110,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1750000,Kat İrtifakı,
Merkezefendi,5,192,175,2. Kat,1,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Hayır,5750000,Kat İrtifakı,"Güney, Doğu"
Merkezefendi,4,175,165,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,2,Sıfır,Evet,3750000,,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,75,65,2. Kat,0,Kombi,3,Uygun,Eşyalı,1,Sıfır,Evet,2250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,90,80,0. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1600000,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,185,150,5. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,3750000,Kat İrtifakı,
Merkezefendi,3,110,90,1. Kat,0,Yerden Isıtma,3,Uygun,Bilinmiyor,1,Sıfır,Evet,2250000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,6,270,230,3. Kat,4,Yerden Isıtma,4,Uygun değil,Eşyalı Değil,2,İkinci El,Evet,4650000,,"Güney, Doğu"
Merkezefendi,3,95,80,3. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,1750000,,
Merkezefendi,3,130,110,3. Kat,1,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,3600000,Kat Mülkiyeti,
Merkezefendi,3,110,100,2. Kat,6,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,1599000,Kat Mülkiyeti,
Merkezefendi,5,190,175,4. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,2,Sıfır,Evet,5500000,Kat Mülkiyeti,"Güney, Doğu"
Merkezefendi,4,150,140,2. Kat,10,Kombi,5,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,3200000,Kat Mülkiyeti,
Merkezefendi,4,160,150,2. Kat,0,Yerden Isıtma,5,Uygun,Eşyalı Değil,1,Sıfır,Evet,4250000,Kat İrtifakı,
Merkezefendi,4,140,130,2. Kat,0,Kombi,2,Uygun,Eşyalı Değil,2,Sıfır,Evet,3050000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,100,90,2. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Hayır,2700000,Kat Mülkiyeti,"Kuzey, Güney, Batı"
Merkezefendi,3,115,100,3. Kat,1,Yerden Isıtma,6,Uygun,Eşyalı Değil,1,Sıfır,Evet,2099000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,125,110,4. Kat,0,Yerden Isıtma,4,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000,Kat İrtifakı,"Güney, Doğu"
Merkezefendi,4,145,125,3. Kat,4,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Evet,2750000,,"Kuzey, Güney, Doğu"
Merkezefendi,4,175,160,5. Kat,0,Yerden Isıtma,9,Uygun,Eşyalı Değil,2,Sıfır,Evet,5500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,4,135,120,1. Kat,26,Merkezi,6,Uygun,Eşyalı Değil,1,İkinci El,Evet,1660000,Kat Mülkiyeti,
Merkezefendi,3,120,110,0. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı Değil,1,Sıfır,Bilinmiyor,2100000,,
Merkezefendi,3,110,100,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,1850000,Kat Mülkiyeti,
Merkezefendi,3,115,100,2. Kat,0,Kombi,3,Uygun,Eşyalı Değil,1,Sıfır,Evet,2300000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,5,150,135,2. Kat,17,Kombi,4,Uygun,Eşyalı Değil,1,İkinci El,Bilinmiyor,2600000,Kat Mülkiyeti,
Merkezefendi,3,100,85,1. Kat,0,Kombi,2,Uygun,Eşyalı Değil,1,Sıfır,Hayır,1699000,Kat Mülkiyeti,
Merkezefendi,4,160,150,2. Kat,30,Kombi,3,Uygun,Eşyalı Değil,1,İkinci El,Hayır,1899000,,"Güney, Doğu"
Merkezefendi,3,115,110,3. Kat,0,Kombi,4,Uygun,Eşyalı,1,Sıfır,Evet,2500000,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı"
Merkezefendi,3,120,100,2. Kat,0,Yerden Isıtma,2,Uygun,Eşyalı Değil,1,Sıfır,Evet,2500000,Kat Mülkiyeti,
Merkezefendi,3,125,105,2. Kat,0,Yerden Isıtma,3,Uygun,Eşyalı,1,Sıfır,Evet,2430000,,
