İlanNo,SonGuncellemeTarihi,ilce_pamukkale,ilce_merkezefendi,konut_tipi,toplam_oda,brutm2,netm2,bul_kat,bina_yas,isinma_belirtilmeyen,isinma_dogalgazsoba,isinma_yok,isinma_jeo ,isinma_katkalo,isinma_klima,isinma_kombi,isinma_merkezi,isinma_merkezipay,isinma_soba,isinma_yerden,bina_kat,kredi_bilinmiyor,kredi_uygun,kredi_uygundegil,esya_bilinmiyor,esya_var,esya_yok,toplam_banyo,yapi_ikinci,yapi_sifir,takas_bilinmiyor,takas_evet,takas_hayır,SatisFiyati,tapu_arsa,tapu_katirt,tapu_katmul,tapu_bos,cephe_kuzey,cephe_guney,cephe_dogu,cephe_bati,cephe_bos
137449-290,7.05.2024,1,0,1,4,144,135,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,0,1,0,0,1,4500000,0,1,0,0,0,1,1,1,0
137304-297,15.05.2024,1,0,1,7,210,200,4,13,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,1,0,0,0,1,2750000,0,0,1,0,0,1,0,0,0
138559-97,6.05.2024,1,0,1,3,100,90,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,0,1,2350000,0,0,1,0,0,0,0,0,1
133161-511,26.04.2024,1,0,1,4,150,140,2,16,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,2480000,0,0,0,1,0,0,0,0,1
118042-649,28.04.2024,1,0,1,4,200,173,2,17,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,1,0,3650000,0,0,1,0,1,1,1,1,0
132237-546,6.05.2024,1,0,1,4,170,100,1,31,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,1425000,0,0,1,0,0,1,1,0,0
144552-6,11.05.2024,1,0,1,3,60,50,1,2,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,0,1,2299000,0,1,0,0,0,1,0,0,0
132781-572,13.05.2024,1,0,1,2,50,48,0,6,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,1,0,1335000,0,0,1,0,0,0,0,0,1
0-42541420,7.05.2024,1,0,1,3,110,95,0,22,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,1675000,0,0,1,0,0,0,1,1,0
126759-78,23.04.2024,1,0,1,2,50,40,3,4,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,1,0,970000,0,0,1,0,0,0,0,0,1
68295-726,15.05.2024,1,0,1,3,140,100,2,5,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,1,2850000,0,0,1,0,0,0,0,0,1
114752-1010,2.05.2024,1,0,1,3,65,61,2,6,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,0,1,0,1,0,1590000,0,0,1,0,1,1,1,1,0
113234-1000,14.05.2024,1,0,1,7,250,230,8,8,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,1,2,1,0,0,0,1,3000000,0,0,1,0,0,0,1,1,0
91390-1504,1.05.2024,1,0,1,4,150,140,2,25,0,0,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,1,2,1,0,0,0,1,2600000,0,0,1,0,1,1,0,0,0
132444-294,6.05.2024,1,0,1,2,55,50,2,7,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,1350000,0,0,1,0,1,1,1,1,0
99579-1717,4.05.2024,1,0,1,3,130,125,1,26,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,1950000,0,0,1,0,0,1,1,0,0
117049-5109,6.05.2024,1,0,1,4,140,130,0,32,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,1,1,0,0,1,0,3750000,0,0,1,0,1,1,1,0,0
126156-542,10.05.2024,1,0,1,4,160,140,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,4500000,0,0,1,0,0,1,1,0,0
140030-65,10.05.2024,1,0,1,3,110,100,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,0,1,0,1,0,2999000,0,0,1,0,0,1,1,0,0
134506-400,4.05.2024,1,0,1,4,140,130,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,1,0,1,0,3200000,0,1,0,0,1,1,1,0,0
138220-577,30.04.2024,1,0,1,4,150,140,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,0,1,3800000,0,1,0,0,1,1,1,1,0
142596-114,27.04.2024,1,0,1,3,110,90,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,1450000,0,0,1,0,0,0,0,0,1
140093-604,14.05.2024,1,0,1,4,130,120,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,0,1,2825000,0,0,1,0,0,0,0,0,1
133161-468,26.04.2024,1,0,1,5,170,160,2,22,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,1,0,1,0,0,2450000,0,1,0,0,0,0,0,0,1
102793-2432,8.05.2024,1,0,1,4,170,160,6,30,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,1,1,1,0,0,0,1,2398000,0,0,1,0,0,0,1,1,0
120415-588,14.05.2024,1,0,1,2,30,25,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,868000,0,0,1,0,0,0,1,0,0
128169-398,20.04.2024,1,0,1,2,55,45,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,1290000,0,1,0,0,0,1,0,0,0
4766-15662,19.04.2024,1,0,1,4,175,165,1,16,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,2,1,0,0,1,0,5200000,0,0,1,0,0,1,0,0,0
60626-1065,6.05.2024,1,0,1,4,155,150,1,8,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,1,0,4100000,0,0,1,0,0,0,1,1,0
141140-128,15.05.2024,1,0,1,2,55,52,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,1,0,1,0,1,0,1650000,0,0,1,0,0,1,0,0,0
145068-19,15.05.2024,1,0,1,3,109,100,2,20,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1890000,0,0,0,1,0,0,0,0,1
136159-428,15.05.2024,1,0,1,3,85,75,2,8,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,1,0,1400000,0,0,1,0,1,1,1,1,0
135972-162,15.05.2024,1,0,1,3,110,100,4,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,1,1,0,1,0,1,0,2000000,0,0,1,0,1,1,1,1,0
144186-78,14.05.2024,1,0,1,3,70,65,1,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,1550000,0,1,0,0,0,0,0,0,1
138220-557,26.04.2024,1,0,1,4,150,128,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,1,0,1,0,2950000,0,1,0,0,0,1,1,1,0
131521-258,15.05.2024,1,0,1,3,95,85,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,0,1,0,1,0,1850000,0,1,0,0,1,1,1,1,0
133161-191,26.04.2024,1,0,1,4,110,100,3,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,2,1,0,0,1,0,1500000,0,0,0,1,0,0,0,0,1
94324-554,27.04.2024,1,0,1,3,128,125,3,30,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,1,1,1,0,1,0,0,2200000,0,0,1,0,0,0,1,1,0
82422-244,9.05.2024,1,0,1,3,110,95,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,0,1,3300000,0,0,1,0,0,0,0,1,0
60626-1062,6.05.2024,1,0,1,5,170,150,4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,2,0,1,0,0,1,3490000,0,0,1,0,0,0,1,1,0
137028-149,15.05.2024,1,0,1,3,95,85,2,7,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,0,1,0,1,0,1700000,0,0,1,0,0,0,0,0,1
138559-100,7.05.2024,1,0,1,3,60,50,0,11,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,1600000,0,0,1,0,0,0,0,0,1
15694-3542,7.05.2024,1,0,1,4,195,185,3,35,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,2500000,0,0,1,0,1,1,0,0,0
117504-1114,6.05.2024,1,0,1,2,47,33,1,25,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,1,0,1395000,0,0,1,0,0,0,1,0,0
4766-16020,14.05.2024,1,0,1,4,130,125,4,25,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,1,1,0,1,0,0,1950000,0,0,0,1,0,0,0,0,1
118042-629,17.04.2024,1,0,1,2,50,40,0,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,1,0,950000,0,0,1,0,1,1,1,1,0
99579-1676,4.05.2024,1,0,1,3,80,70,2,7,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,1,1,0,0,0,1,1530000,0,0,0,1,0,0,0,0,1
138220-523,26.04.2024,1,0,1,4,160,140,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,0,1,5250000,0,1,0,0,0,1,1,1,0
131521-248,16.04.2024,1,0,1,3,120,105,2,7,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,1889000,0,1,0,0,1,0,1,1,0
141140-120,15.05.2024,1,0,1,3,75,73,4,7,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,1,0,1,0,1,0,1625000,0,0,1,0,0,1,0,0,0
132781-602,9.05.2024,1,0,1,2,48,45,1,10,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,1,1,0,1,0,0,1080000,0,0,1,0,0,0,0,0,1
144653-19,10.05.2024,1,0,1,2,60,50,3,5,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,1,0,1299000,0,0,1,0,1,1,1,1,0
0-42625442,10.05.2024,1,0,1,3,150,90,1,35,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,1375000,0,1,0,0,0,1,1,0,0
144757-13,9.05.2024,1,0,1,3,100,90,3,2,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,1,1,1,0,0,0,1,2150000,0,0,1,0,0,0,0,0,1
144095-62,13.05.2024,1,0,1,3,110,100,2,11,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,1,0,0,1780000,0,0,0,1,0,0,0,0,1
140991-92,14.05.2024,1,0,1,2,45,35,0,8,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,1,0,0,975000,0,0,0,1,0,0,0,0,1
0-42581087,4.05.2024,1,0,1,5,170,160,3,27,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,1,0,2100000,0,0,1,0,1,0,1,0,0
89525-278,22.04.2024,1,0,1,7,500,400,0,11,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,3,1,0,0,0,1,7600000,0,1,0,0,0,1,1,1,0
139582-115,9.05.2024,1,0,1,3,100,85,0,4,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1699000,0,0,0,1,0,0,0,0,1
142555-8,10.05.2024,1,0,1,5,175,150,4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,0,1,0,1,0,3499999,0,0,1,0,0,0,0,0,1
132069-103,1.05.2024,1,0,1,4,155,135,5,21,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,0,1,1900000,0,0,1,0,1,1,1,0,0
121853-1393,27.04.2024,1,0,1,2,45,40,3,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,1,0,0,1200000,0,0,1,0,0,0,0,0,1
131323-111,14.05.2024,1,0,1,3,75,70,0,15,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,1,0,1600000,0,1,0,0,1,1,1,1,0
137102-59,6.05.2024,1,0,1,4,150,138,4,25,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,1,0,3750000,0,0,1,0,0,0,1,1,0
129038-364,6.05.2024,1,0,1,3,90,85,1,8,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,0,1,0,1,0,2149000,0,1,0,0,1,1,1,1,0
134506-306,6.05.2024,1,0,1,4,110,103,0,22,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,0,0,1,1550000,0,1,0,0,1,0,1,1,0
91390-1501,18.04.2024,1,0,1,3,100,85,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,1,0,0,1,0,1,0,1,0,2250000,0,0,1,0,1,1,1,1,0
129683-571,14.05.2024,1,0,1,2,55,50,5,8,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,1,1,0,1,0,0,1449000,0,0,0,1,0,0,0,0,1
4766-15992,11.05.2024,1,0,1,4,135,130,1,30,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,1,1,1,0,1,0,0,2450000,0,0,0,1,0,0,0,0,1
138220-504,26.04.2024,1,0,1,4,185,165,3,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,2,0,1,0,0,1,6500000,0,1,0,0,1,1,1,1,0
141140-119,15.05.2024,1,0,1,3,65,64,4,4,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,1,0,1,0,1,0,1775000,0,0,1,0,0,1,0,0,0
64407-3505,13.05.2024,1,0,1,4,138,130,2,6,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,1,1,0,1,0,0,2650000,0,0,0,1,0,0,0,0,1
113381-139,4.05.2024,1,0,1,2,50,48,0,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,1075000,0,0,0,1,0,0,0,0,1
134094-522,25.04.2024,1,0,1,4,170,165,2,15,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,2,1,0,0,0,1,2900000,0,0,1,0,0,0,0,1,0
132069-58,17.04.2024,1,0,1,2,85,75,0,5,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,0,1,0,1,1,0,0,0,1,1325000,0,0,1,0,0,0,1,0,0
131521-314,11.05.2024,1,0,1,2,60,45,3,20,0,0,0,0,0,0,1,0,0,0,0,6,0,1,0,0,1,0,1,1,0,0,0,1,1299000,0,1,0,0,1,1,1,1,0
121853-1470,22.04.2024,1,0,1,4,140,130,3,15,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,2,1,0,0,1,0,2750000,0,0,1,0,0,0,0,0,1
42634-2168,18.04.2024,1,0,1,2,55,45,3,7,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,0,1,1275000,0,1,0,0,1,1,1,1,0
60626-1061,6.05.2024,1,0,1,3,125,115,3,30,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,0,1,1759000,0,0,1,0,0,0,1,1,0
133521-90,13.05.2024,1,0,1,4,180,175,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,3600000,0,0,0,1,0,0,0,0,1
144186-45,14.05.2024,1,0,1,2,50,35,3,20,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,1,0,865000,0,1,0,0,1,1,1,1,0
89525-279,22.04.2024,1,0,1,2,59,48,2,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,1,0,1290000,0,0,1,0,1,0,1,0,0
91390-1427,2.05.2024,1,0,1,2,45,40,0,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,1,0,918000,0,0,1,0,0,1,0,1,0
141433-14,15.05.2024,1,0,1,2,55,50,4,15,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,1,0,1250000,0,1,0,0,0,1,1,1,0
126113-351,22.04.2024,1,0,1,4,135,120,3,26,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1749000,0,1,0,0,0,1,1,1,0
138220-503,6.05.2024,1,0,1,4,125,115,2,15,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,1,0,2550000,0,0,1,0,1,1,1,0,0
142555-16,8.05.2024,1,0,1,2,55,50,-1,6,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,875000,0,0,1,0,0,0,0,0,1
131323-218,12.05.2024,1,0,1,2,75,65,-1,15,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,889000,0,0,0,1,1,1,1,1,0
136930-113,14.05.2024,1,0,1,2,60,50,4,10,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,1,1,0,0,1,0,1465000,0,0,1,0,0,0,0,0,1
136159-647,11.05.2024,1,0,1,4,80,75,2,1,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,1,0,1,0,1,0,1990000,0,0,1,0,1,1,0,0,0
137449-292,8.05.2024,1,0,1,3,60,55,3,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,1,0,0,1380000,0,0,1,0,0,1,0,0,0
135386-160,26.04.2024,1,0,1,3,115,109,2,3,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1890000,0,1,0,0,1,1,1,1,0
129038-120,24.04.2024,1,0,1,3,130,120,2,20,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,1,0,1,0,1,0,2300000,0,1,0,0,1,1,1,1,0
68295-728,15.05.2024,1,0,1,2,55,50,3,5,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,0,1,1270000,0,0,1,0,0,0,0,0,1
118042-669,2.05.2024,1,0,1,2,45,40,4,9,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,1,1,0,0,1,0,1325000,0,0,1,0,1,1,1,1,0
0-42638922,13.05.2024,1,0,1,1,30,25,-1,5,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,1,0,625000,0,0,1,0,1,1,1,1,0
129683-566,10.05.2024,1,0,1,2,70,65,3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,1,0,1,1,0,0,1650000,0,0,0,1,0,0,0,0,1
139582-112,9.05.2024,1,0,1,3,75,60,3,8,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,1,0,0,0,1,1480000,0,0,0,1,0,0,0,0,1
117504-881,14.05.2024,1,0,1,4,165,150,4,5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,1,1,0,0,0,1,2000000,0,0,1,0,0,0,1,0,0
122611-164,16.04.2024,1,0,1,4,135,120,2,14,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,1,1,0,1,0,0,3250000,0,1,0,0,0,0,0,0,1
42634-2161,14.05.2024,1,0,1,2,40,25,3,9,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,1,0,740000,0,1,0,0,1,1,1,1,0
113381-140,6.05.2024,1,0,1,2,52,50,3,10,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,1,0,1,1,0,0,1,0,1325000,0,0,0,1,0,0,0,0,1
117049-5121,6.05.2024,1,0,1,4,170,150,3,31,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,1,1,0,0,0,1,3000000,0,1,0,0,0,1,0,0,0
4766-15980,10.05.2024,1,0,1,2,52,50,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,0,1,1,0,0,1800000,0,0,0,1,0,0,0,0,1
131521-306,11.05.2024,1,0,1,2,50,40,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,1150000,0,1,0,0,1,1,1,1,0
89525-277,22.04.2024,1,0,1,2,55,50,2,5,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,1190000,0,0,1,0,1,0,0,1,0
64407-3506,13.05.2024,1,0,1,3,101,95,0,26,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,1,0,0,1295000,0,0,0,1,0,0,0,0,1
60626-1056,6.05.2024,1,0,1,2,60,50,-2,4,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,1,1,0,0,1,0,1330000,0,0,1,0,0,0,1,1,0
132781-596,7.05.2024,1,0,1,2,55,52,1,4,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,1,0,1,0,0,1249000,0,0,1,0,0,0,0,0,1
135046-2072,18.04.2024,1,0,1,3,120,110,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2400000,0,0,0,1,0,0,0,0,1
138220-388,6.05.2024,1,0,1,3,100,90,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,0,1,2200000,0,1,0,0,1,1,1,0,0
94398-5494,3.05.2024,1,0,1,4,160,155,2,30,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,1,0,1,0,0,2150000,0,0,0,1,0,0,0,0,1
134619-262,14.05.2024,1,0,1,3,110,105,7,2,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,1,1,1,0,0,0,1,1800000,0,0,1,0,0,1,1,0,0
144186-38,14.05.2024,1,0,1,2,60,55,2,6,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,1,1,1,0,0,1,0,1750000,0,0,1,0,1,1,1,1,0
145068-20,13.05.2024,1,0,1,2,55,50,2,20,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,1,0,0,1275000,0,0,0,1,0,0,0,0,1
137304-299,15.05.2024,1,0,1,4,130,125,4,21,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,1,2150000,0,0,1,0,0,1,0,0,0
126113-365,27.04.2024,1,0,1,3,125,120,3,21,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1650000,0,0,1,0,1,1,1,1,0
131323-217,12.05.2024,1,0,1,2,60,50,2,10,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,1250000,0,0,1,0,1,1,1,1,0
140093-631,13.05.2024,1,0,1,3,100,90,0,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,2275000,0,0,1,0,0,0,0,0,1
136159-641,10.05.2024,1,0,1,3,100,90,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,1,0,2450000,0,0,1,0,1,1,1,1,0
137449-291,8.05.2024,1,0,1,3,65,60,-2,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,0,1,1350000,0,0,1,0,0,1,0,0,0
131207-130,9.05.2024,1,0,1,4,130,120,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,1,0,0,1900000,0,0,1,0,0,0,0,0,1
138559-25,26.04.2024,1,0,1,3,90,80,3,6,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,2,1,0,0,0,1,1470000,0,1,0,0,0,0,0,0,1
140030-73,10.05.2024,1,0,1,3,120,109,2,5,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1890000,0,0,1,0,0,0,0,0,1
129038-317,3.05.2024,1,0,1,3,65,55,1,4,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,1,0,1,0,1,0,0,1,1600000,0,1,0,0,1,1,1,1,0
126759-150,4.05.2024,1,0,1,2,32,27,2,12,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,1,0,1,1,0,1,0,0,1250000,0,0,0,1,0,0,0,0,1
118042-651,13.05.2024,1,0,1,2,50,40,1,8,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,1,1,0,0,1,0,1185000,0,0,1,0,1,1,1,1,0
66974-422,10.05.2024,1,0,1,3,72,65,2,6,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,1,1900000,0,0,0,1,0,0,0,0,1
68295-723,15.05.2024,1,0,1,2,60,55,3,5,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,1,0,0,1,0,1375000,0,0,1,0,0,0,0,0,1
135046-2055,18.04.2024,1,0,1,3,120,110,0,7,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,0,1,0,0,1950000,0,0,0,1,0,0,0,0,1
138220-387,8.05.2024,1,0,1,4,160,145,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,0,1,4999999,0,1,0,0,1,1,1,0,0
145068-16,13.05.2024,1,0,1,2,60,55,5,12,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,1,0,1,1,0,0,1,0,1449000,0,0,0,1,0,0,0,0,1
140093-630,13.05.2024,1,0,1,3,90,85,0,7,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,1,1550000,0,0,1,0,0,0,0,0,1
136159-638,12.05.2024,1,0,1,4,125,120,0,30,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,1,0,1530000,0,0,1,0,1,1,1,1,0
60626-1060,6.05.2024,1,0,1,3,125,115,5,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,1,1,0,1,0,1,0,2750000,0,0,1,0,0,0,1,1,0
89525-275,22.04.2024,1,0,1,2,60,50,3,4,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,1,1,0,0,0,1,1400000,0,0,1,0,1,1,0,1,0
126113-354,22.04.2024,1,0,1,4,155,140,3,21,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,0,0,1,1450000,0,0,1,0,0,0,1,1,0
135938-288,1.05.2024,1,0,1,2,45,40,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,0,1,1300000,0,0,1,0,0,0,0,0,1
